Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote
064030,WEST PINES BEHAVIORAL HOSPITAL,11455 HURON ST,WESTMINSTER,CO,80234,ADAMS,(615) 861-6000,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
070002,ST FRANCIS HOSPITAL & MEDICAL CENTER,114 WOODLAND STREET & 500 BLUE HILLS AVENUE,HARTFORD,CT,6105,HARTFORD,(860) 714-5541,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,,8,8,0,7,1,,8,8,2,5,1,,11,11,1,9,1,,15,15,,10,8,
070003,DAY KIMBALL HOSPITAL,320 POMFRET STREET,PUTNAM,CT,6260,WINDHAM,(860) 928-6541,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,5,0,5,0,,8,3,0,3,0,,11,8,0,6,2,,15,15,,10,8,
070004,SHARON HOSPITAL,50 HOSPITAL HILL ROAD,SHARON,CT,6069,LITCHFIELD,(860) 364-4228,Acute Care Hospitals,Proprietary,Yes,Y,5,,8,5,0,5,0,,8,3,0,3,0,,11,7,0,5,2,,15,15,,10,8,
070005,WATERBURY HOSPITAL,64 ROBBINS ST,WATERBURY,CT,6721,NEW HAVEN,(203) 573-6000,Acute Care Hospitals,Proprietary,Yes,Y,2,,8,8,1,7,0,,8,6,2,4,0,,11,8,1,7,0,,15,15,,10,9,
070006,STAMFORD HOSPITAL,ONE HOSPITAL PLAZA,STAMFORD,CT,6904,FAIRFIELD,(203) 276-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,8,8,0,8,0,,8,8,3,5,0,,11,11,2,9,0,,15,15,,10,10,
070007,LAWRENCE & MEMORIAL HOSPITAL,365 MONTAUK AVE,NEW LONDON,CT,6320,NEW LONDON,(860) 442-0711,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,7,0,7,0,,8,6,3,3,0,,11,9,0,6,3,,15,15,,10,9,
070008,JOHNSON MEMORIAL HOSPITAL,201 CHESTNUT HILL ROAD,STAFFORD SPRINGS,CT,6076,TOLLAND,(860) 684-4251,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,8,4,0,4,0,,8,2,0,2,0,,11,6,0,5,1,,15,15,,10,7,
070010,BRIDGEPORT HOSPITAL,267 GRANT STREET,BRIDGEPORT,CT,6610,FAIRFIELD,(203) 384-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,8,2,6,0,,8,8,3,5,0,,11,11,1,9,1,,15,15,,10,9,
070011,CHARLOTTE HUNGERFORD HOSPITAL,540 LITCHFIELD ST,TORRINGTON,CT,6790,LITCHFIELD,(860) 496-6666,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,5,0,5,0,,8,6,1,5,0,,11,8,0,7,1,,15,15,,10,9,
070016,SAINT MARY'S HOSPITAL,56 FRANKLIN STREET,WATERBURY,CT,6706,NEW HAVEN,(203) 709-6020,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,,8,7,0,7,0,,8,6,2,4,0,,11,9,0,9,0,,15,15,,10,9,
070017,MIDSTATE MEDICAL CENTER,435 LEWIS AVENUE,MERIDEN,CT,6450,NEW HAVEN,(203) 694-8200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,7,0,7,0,,8,7,3,4,0,,11,7,1,6,0,,15,15,,10,8,
070018,GREENWICH HOSPITAL ASSOCIATION -,5 PERRYRIDGE RD,GREENWICH,CT,6830,FAIRFIELD,(203) 863-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,8,7,3,4,0,,8,7,1,6,0,,11,10,1,6,3,,15,15,,10,9,
070020,MIDDLESEX HOSPITAL,28 CRESCENT ST,MIDDLETOWN,CT,6457,MIDDLESEX,(860) 344-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,7,0,7,0,,8,7,1,5,1,,11,7,0,5,2,,15,15,,10,9,
070021,WINDHAM COMMUNITY MEMORIAL HOSPITAL,112 MANSFIELD AVENUE,WILLIMANTIC,CT,6226,WINDHAM,(860) 456-9116,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,8,5,0,5,0,,8,2,0,2,0,,11,8,0,8,0,,15,15,,10,9,
070022,YALE-NEW HAVEN HOSPITAL,20 YORK ST,NEW HAVEN,CT,6504,NEW HAVEN,(203) 688-4242,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,8,8,4,4,0,,8,8,4,4,0,,11,11,3,5,3,,15,15,,10,8,
070024,WILLIAM W BACKUS HOSPITAL,326 WASHINGTON ST,NORWICH,CT,6360,NEW LONDON,(860) 889-8331,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,8,7,1,6,0,,8,7,1,6,0,,11,9,0,8,1,,15,15,,10,10,
070025,HARTFORD HOSPITAL,80 SEYMOUR STREET,HARTFORD,CT,6102,HARTFORD,(860) 545-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,8,2,6,0,,8,8,5,3,0,,11,11,1,7,3,,15,15,,10,8,
070027,MANCHESTER MEMORIAL HOSPITAL,71 HAYNES ST,MANCHESTER,CT,6040,HARTFORD,(860) 647-4780,Acute Care Hospitals,Proprietary,Yes,Y,4,,8,5,1,4,0,,8,7,2,5,0,,11,7,0,7,0,,15,15,,10,7,
070028,ST VINCENT'S MEDICAL CENTER,2800 MAIN ST,BRIDGEPORT,CT,6606,FAIRFIELD,(203) 576-5551,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,8,1,7,0,,8,7,1,6,0,,11,11,0,10,1,,15,15,,10,8,
070029,BRISTOL HOSPITAL,41 BREWSTER RD,BRISTOL,CT,6010,HARTFORD,(860) 585-3000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,5,0,5,0,,8,4,0,4,0,,11,8,0,7,1,,15,15,,10,9,
070031,GRIFFIN HOSPITAL,130 DIVISION ST,DERBY,CT,6418,NEW HAVEN,(203) 732-7500,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,4,,8,5,0,5,0,,8,7,1,6,0,,11,7,0,4,3,,15,15,,10,8,
070033,DANBURY HOSPITAL,24 HOSPITAL AVE,DANBURY,CT,6810,FAIRFIELD,(203) 739-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,8,0,8,0,,8,8,4,4,0,,11,11,1,7,3,,15,15,,10,9,
070034,NORWALK HOSPITAL,24 STEVENS STREET,NORWALK,CT,6856,FAIRFIELD,(203) 852-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,7,1,6,0,,8,6,1,5,0,,11,9,0,8,1,,15,15,,10,8,
070035,THE HOSPITAL OF CENTRAL CONNECTICUT,100 GRAND STREET,NEW BRITAIN,CT,6050,HARTFORD,(860) 224-5011,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,,8,7,0,7,0,,8,7,3,4,0,,11,8,0,6,2,,15,15,,10,8,
070036,JOHN DEMPSEY HOSPITAL OF THE UNIVERSITY OF CONNECT,263 FARMINGTON AVE,FARMINGTON,CT,6032,HARTFORD,(860) 679-1145,Acute Care Hospitals,Government - Local,Yes,Y,3,,8,7,1,5,1,,8,6,1,5,0,,11,9,0,7,2,,15,15,,10,8,
070038,THE CONNECTICUT HOSPICE INC.,100 DOUBLE BEACH ROAD,BRANFORD,CT,6405,NEW HAVEN,(203) 315-7500,Acute Care Hospitals,Voluntary non-profit - Private,No,,Not Available,16,8,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,15,Not Available,5.0,10,1,
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,(203) 932-5711,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,3,,8,5,1,4,0,,8,3,0,3,0,,11,5,1,2,2,,15,10,,10,5,
073300,CONNECTICUT CHILDRENS MEDICAL CENTER,282 WASHINGTON STREET,HARTFORD,CT,6106,HARTFORD,(860) 545-9000,Childrens,Voluntary non-profit - Private,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
074003,CONNECTICUT VALLEY HOSP,1000 SILVER ST,MIDDLETOWN,CT,6457,MIDDLESEX,(203) 344-2666,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
074008,NATCHAUG HOSPITAL,189 STORRS RD,MANSFIELD CENTER,CT,6250,TOLLAND,(860) 456-1311,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
074011,CONNECTICUT MENTAL HEALTH CENTER,34 PARK STREET,NEW HAVEN,CT,6508,NEW HAVEN,(203) 974-3000,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
074012,SOUTHWEST CONNECTICUT MENTAL HEALTH SYSTEM,1635 CENTRAL AVE,BRIDGEPORT,CT,6610,FAIRFIELD,(203) 551-7461,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
074014,SILVER HILL HOSPITAL INC,208 VALLEY ROAD,NEW CANAAN,CT,6840,FAIRFIELD,(203) 966-3561,Psychiatric,Government - Federal,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
074015,ALBERT J SOLNIT CHILDREN'S CENTER - SOUTH CAMPUS,915 RIVER ROAD,MIDDLETOWN,CT,6457,MIDDLESEX,(860) 704-4090,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
074016,MASONICARE HEALTH CENTER,22 MASONIC AVE BLDG STURGES,WALLINGFORD,CT,6492,NEW HAVEN,(203) 679-5900,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
074017,HEBREW HOME AND HOSPITAL,1 ABRAHMS BOULEVARD,WEST HARTFORD,CT,6117,HARTFORD,(860) 218-2300,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
080001,CHRISTIANA HOSPITAL,4755 OGLETOWN-STANTON ROAD,NEWARK,DE,19718,NEW CASTLE,(302) 733-3609,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,8,4,4,0,,8,8,4,4,0,,11,11,2,8,1,,15,15,,10,10,
080003,ST FRANCIS HOSPITAL,7TH AND CLAYTON STS,WILMINGTON,DE,19805,NEW CASTLE,(302) 421-4100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,6,0,6,0,,8,4,0,4,0,,11,6,1,5,0,,15,15,,10,7,
080004,"BAYHEALTH MEDICAL CENTER, KENT CAMPUS",640 S STATE STREET,DOVER,DE,19901,KENT,(302) 744-7001,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,8,0,8,0,,8,7,2,5,0,,11,11,0,8,3,,15,15,,10,9,
080006,"TIDALHEALTH NANTICOKE, INC.",801 MIDDLEFORD RD,SEAFORD,DE,19973,SUSSEX,(302) 629-6611,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,7,0,6,1,,8,5,0,5,0,,11,9,1,8,0,,15,15,,10,9,
080007,BEEBE MEDICAL CENTER,424 SAVANNAH RD,LEWES,DE,19958,SUSSEX,(302) 645-3300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,8,0,8,0,,8,7,1,5,1,,11,11,3,8,0,,15,15,,10,10,
080009,"BAYHEALTH HOSPITAL, SUSSEX CAMPUS",100 WELLNESS WAY,MILFORD,DE,19963,SUSSEX,(302) 422-3311,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,6,0,6,0,,8,7,1,6,0,,11,9,0,8,1,,15,15,,10,8,
08002F,WILMINGTON VA MEDICAL CENTER,1601 KIRKWOOD HIGHWAY,WILMINGTON,DE,19805,NEW CASTLE,(302) 994-2511,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4,,8,3,0,3,0,,8,1,0,1,0,,11,4,1,3,0,,15,10,,10,4,
083300,"NEMOURS CHILDREN'S HOSPITAL, DELAWARE",1600 ROCKLAND RD PO BOX 269,WILMINGTON,DE,19899,NEW CASTLE,(302) 651-4000,Childrens,Voluntary non-profit - Private,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
084001,DELAWARE PSYCHIATRIC CENTER,1901 N DUPONT HIGHWAY,NEW CASTLE,DE,19720,NEW CASTLE,(302) 255-2700,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
084002,ROCKFORD CENTER,100 ROCKFORD DRIVE,NEWARK,DE,19713,NEW CASTLE,(302) 996-5480,Psychiatric,Proprietary,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
084003,MEADOWWOOD BEHAVIORAL HEALTH SYSTEM,575 SOUTH DUPONT HIGHWAY,NEW CASTLE,DE,19720,NEW CASTLE,(302) 328-3330,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
084004,DOVER BEHAVIORAL HEALTH SYSTEM,725 HORSEPOND ROAD,DOVER,DE,19901,KENT,(302) 741-0140,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
084005,SUN BEHAVIORAL DELAWARE LLC,21655 BIDEN AVENUE,GEORGETOWN,DE,19947,SUSSEX,(302) 448-8415,Psychiatric,Proprietary,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
090001,GEORGE WASHINGTON UNIV HOSPITAL,900 23RD ST NW,WASHINGTON,DC,20037,THE DISTRICT,(202) 716-4605,Acute Care Hospitals,Proprietary,Yes,Y,2,,8,8,0,8,0,,8,8,2,5,1,,11,11,0,9,2,,15,15,,10,8,
090003,HOWARD UNIVERSITY HOSPITAL CORP,2041 GEORGIA AVE NW,WASHINGTON,DC,20060,THE DISTRICT,(202) 745-6100,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,1,,8,7,0,7,0,,8,6,0,5,1,,11,6,0,4,2,,15,15,,10,7,
090004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,3800 RESERVOIR RD,WASHINGTON,DC,20007,THE DISTRICT,(202) 784-3000,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,6,0,6,0,,8,7,3,4,0,,11,9,0,8,1,,15,15,,10,8,
090005,SIBLEY MEMORIAL HOSPITAL,5255 LOUGHBORO RD NW,WASHINGTON,DC,20016,THE DISTRICT,(202) 537-4680,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5,,8,7,1,6,0,,8,8,2,6,0,,11,9,0,9,0,,15,15,,10,8,
090008,UNITED MEDICAL CENTER,1310 SOUTHERN AVENUE  SE,WASHINGTON,DC,20032,THE DISTRICT,(202) 574-6000,Acute Care Hospitals,Proprietary,Yes,,3,,8,4,0,4,0,,8,4,0,4,0,,11,5,0,5,0,,15,Not Available,5.0,10,7,
090011,MEDSTAR WASHINGTON HOSPITAL CENTER,110 IRVING STREET NW,WASHINGTON,DC,20010,THE DISTRICT,(202) 877-7000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,8,8,4,4,0,,8,8,3,5,0,,11,11,0,9,2,,15,15,,10,8,
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,THE DISTRICT,(202) 745-8000,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,3,,8,5,3,2,0,,8,4,0,3,1,,11,6,1,3,2,,15,10,,10,5,
093300,CHILDREN'S NATIONAL HOSPITAL,"111 MICHIGAN AVE, NW",WASHINGTON,DC,20010,THE DISTRICT,(202) 476-5000,Childrens,Voluntary non-profit - Private,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
094001,ST ELIZABETHS HOSPITAL,"1100 ALABAMA AVENUE, SE",WASHINGTON,DC,20032,THE DISTRICT,(202) 299-5500,Psychiatric,Government - State,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
094004,PSYCHIATRIC INSTITUTE OF WASHINGTON,"4228 WISCONSIN AVENUE, NW",WASHINGTON,DC,20016,THE DISTRICT,(202) 885-5600,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
100001,SHANDS JACKSONVILLE,655 W 8TH ST,JACKSONVILLE,FL,32209,DUVAL,(904) 244-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,8,1,7,0,,8,7,1,6,0,,11,10,0,10,0,,15,15,,10,9,
100002,BETHESDA HOSPITAL EAST,2815 S SEACREST BLVD,BOYNTON BEACH,FL,33435,PALM BEACH,(561) 737-7733,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,8,1,6,1,,8,7,2,5,0,,11,11,1,8,2,,15,15,,10,7,
100006,ORLANDO HEALTH,52 W UNDERWOOD ST,ORLANDO,FL,32806,ORANGE,(321) 841-5111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,8,3,5,0,,8,8,4,4,0,,11,11,2,5,4,,15,15,,10,8,
100007,ADVENTHEALTH ORLANDO,601 E ROLLINS ST,ORLANDO,FL,32803,ORANGE,(407) 303-1976,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,8,6,2,0,,8,8,5,3,0,,11,11,0,4,7,,15,15,,10,10,
100008,BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,MIAMI,FL,33176,MIAMI-DADE,(786) 596-1960,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5,,8,8,3,5,0,,8,7,3,4,0,,11,10,0,7,3,,15,15,,10,9,
100012,LEE MEMORIAL HOSPITAL,2776 CLEVELAND AVE,FORT MYERS,FL,33901,LEE,(239) 343-5000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,5,,8,8,2,6,0,,8,7,4,3,0,,11,11,2,8,1,,15,15,,10,9,
100014,ADVENTHEALTH NEW SMYRNA BEACH,401 PALMETTO ST,NEW SMYRNA BEACH,FL,32170,VOLUSIA,(386) 424-5100,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,4,,8,7,0,7,0,,8,7,1,6,0,,11,10,3,7,0,,15,15,,10,8,
100017,HALIFAX HEALTH MEDICAL CENTER,303 N CLYDE MORRIS BLVD,DAYTONA BEACH,FL,32114,VOLUSIA,(386) 254-4000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,8,8,0,8,0,,8,8,3,5,0,,11,11,2,8,1,,15,15,,10,7,
100018,NAPLES COMMUNITY HOSPITAL,350 7TH ST N,NAPLES,FL,34102,COLLIER,(239) 624-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,8,1,7,0,,8,8,1,7,0,,11,11,0,10,1,,15,15,,10,9,
100019,HOLMES REGIONAL MEDICAL CENTER,1350 S HICKORY ST,MELBOURNE,FL,32901,BREVARD,(321) 434-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,8,0,8,0,,8,8,2,6,0,,11,9,2,6,1,,15,15,,10,8,
100022,JACKSON HEALTH SYSTEM,1611 NW 12TH AVE,MIAMI,FL,33136,MIAMI-DADE,(305) 585-1111,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,1,,8,7,0,3,4,,8,7,3,3,1,,11,9,0,5,4,,15,15,,10,9,
100023,HCA FLORIDA CITRUS HOSPITAL,502 W HIGHLAND BLVD,INVERNESS,FL,34452,CITRUS,(352) 726-1551,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,8,8,0,6,2,,8,7,1,6,0,,11,9,0,8,1,,15,15,,10,8,
100025,SACRED HEART HOSPITAL,5151 N 9TH AVE,PENSACOLA,FL,32504,ESCAMBIA,(850) 416-7000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,29,8,8,0,8,0,29.0,8,7,2,5,0,29.0,11,11,1,9,1,29.0,15,10,29.0,10,8,29.0
100026,ASCENSION SACRED HEART BAY,615 N BONITA AVE,PANAMA CITY,FL,32401,BAY,(850) 769-1511,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,29,8,8,0,8,0,29.0,8,3,1,2,0,29.0,11,9,1,8,0,29.0,15,10,29.0,10,6,29.0
100028,PARRISH MEDICAL CENTER,951 N WASHINGTON AVE,TITUSVILLE,FL,32796,BREVARD,(321) 268-6111,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,2,,8,7,0,6,1,,8,7,1,6,0,,11,8,1,5,2,,15,15,,10,9,
100029,NORTH SHORE MEDICAL CENTER,1100 NW 95TH ST,MIAMI,FL,33150,MIAMI-DADE,(305) 835-6000,Acute Care Hospitals,Proprietary,Yes,,1,,8,7,0,7,0,,8,6,2,3,1,,11,7,0,4,3,,15,15,,10,7,
100030,ORLANDO HEALTH-HEALTH CENTRAL HOSPITAL,10000 W COLONIAL DR,OCOEE,FL,34761,ORANGE,(407) 296-1000,Acute Care Hospitals,Government - State,Yes,,3,,8,6,1,5,0,,8,7,1,6,0,,11,8,1,6,1,,15,15,,10,7,
100032,ORLANDO HEALTH BAYFRONT HOSPITAL,701 6TH ST S,SAINT PETERSBURG,FL,33701,PINELLAS,(727) 823-1234,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,7,0,7,0,,8,8,3,5,0,,11,8,0,6,2,,15,15,,10,7,
100034,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",4300 ALTON RD,MIAMI BEACH,FL,33140,MIAMI-DADE,(305) 674-2121,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,8,1,7,0,,8,7,2,4,1,,11,11,0,9,2,,15,15,,10,8,
100035,MANATEE MEMORIAL HOSPITAL,206 2ND ST E,BRADENTON,FL,34208,MANATEE,(941) 746-5111,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,8,0,6,2,,8,8,1,7,0,,11,9,1,7,1,,15,15,,10,8,
100038,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,FL,33021,BROWARD,(954) 987-2000,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,8,8,0,8,0,,8,8,3,5,0,,11,11,0,7,4,,15,15,,10,7,
100039,BROWARD HEALTH MEDICAL CENTER,1600 S ANDREWS AVE,FORT LAUDERDALE,FL,33316,BROWARD,(954) 355-4400,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3,,8,8,0,8,0,,8,7,3,4,0,,11,10,0,8,2,,15,15,,10,8,
100040,ASCENSION ST VINCENT'S RIVERSIDE,1 SHIRCLIFF WAY,JACKSONVILLE,FL,32204,DUVAL,(904) 308-7300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,29,8,8,0,8,0,29.0,8,7,1,6,0,29.0,11,9,1,7,1,29.0,15,10,29.0,10,8,29.0
100043,MEASE DUNEDIN HOSPITAL,601 MAIN ST,DUNEDIN,FL,34698,PINELLAS,(727) 733-1111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,,8,5,0,5,0,,8,4,0,4,0,,11,6,1,5,0,,15,15,,10,6,
100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,200 SE HOSPITAL AVE,STUART,FL,34994,MARTIN,(772) 287-5200,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,8,1,7,0,,8,7,4,3,0,,11,11,1,7,3,,15,15,,10,10,
